entity_slug,parent_owner_slug,entity_kind,status,election_cycle,recipient_party,recipient_office,donations,total_amount
mcguirk-terry,,owner,CONFIRMED,2004,,,3,6000.0
mcguirk-terry,,owner,CONFIRMED,2004,DEM,,1,1000.0
mcguirk-terry,,owner,PROBABLE,2004,,,3,5000.0
mcguirk-terry,,owner,PROBABLE,2004,DEM,,1,1000.0
mcguirk-terry,,owner,CONFIRMED,2006,REP,,1,1500.0
mcguirk-terry,,owner,CONFIRMED,2008,,,2,5300.0
mcguirk-terry,,owner,CONFIRMED,2008,REP,,1,2300.0
mcguirk-terry,,owner,CONFIRMED,2010,,,3,5000.0
mcguirk-terry,,owner,CONFIRMED,2012,,,2,4000.0
mcguirk-terry,,owner,CONFIRMED,2014,,,5,9200.0
mcguirk-terry,,owner,CONFIRMED,2014,REP,,2,1500.0
mcguirk-terry,,owner,CONFIRMED,2016,,,3,8000.0
mcguirk-terry,,owner,CONFIRMED,2018,,,2,4500.0
mcguirk-terry,,owner,CONFIRMED,2020,,,3,9300.0
mcguirk-terry,,owner,CONFIRMED,2020,REP,,2,5300.0
mcguirk-terry,,owner,CONFIRMED,2022,,,2,4500.0
mcguirk-terry,,owner,CONFIRMED,2024,,,2,5000.0
mcguirk-terry,,owner,CONFIRMED,2026,,,3,7000.0
middleton-john,,owner,CONFIRMED,2004,DEM,,1,1000.0
middleton-john,,owner,PROBABLE,2006,,,1,2000.0
middleton-john,,owner,CONFIRMED,2008,,,2,24600.0
middleton-john,,owner,CONFIRMED,2008,REP,,10,37725.0
middleton-john,,owner,PROBABLE,2008,REP,,1,375.0
middleton-john,,owner,CONFIRMED,2010,,,2,7400.0
middleton-john,,owner,CONFIRMED,2010,REP,,6,22000.0
middleton-john,,owner,PROBABLE,2010,,,2,13900.0
middleton-john,,owner,PROBABLE,2010,REP,,2,4800.0
middleton-john,,owner,CONFIRMED,2012,,,1,50000.0
middleton-john,,owner,CONFIRMED,2012,REP,,6,32000.0
middleton-john,,owner,PROBABLE,2012,REP,,3,35800.0
middleton-john,,owner,CONFIRMED,2014,,,1,5000.0
middleton-john,,owner,CONFIRMED,2014,REP,,1,2600.0
middleton-john,,owner,CONFIRMED,2016,,,2,5400.0
middleton-john,,owner,CONFIRMED,2016,REP,,1,2700.0
middleton-john,,owner,CONFIRMED,2018,,,2,10000.0
middleton-john,,owner,CONFIRMED,2020,,,1,5000.0
middleton-john,,owner,CONFIRMED,2020,DEM,,1,2800.0
middleton-john,,owner,CONFIRMED,2022,,,2,10000.0
middleton-john,,owner,CONFIRMED,2024,,,1,5000.0
middleton-john,,owner,CONFIRMED,2026,,,5,78682.32
middleton-john,,owner,CONFIRMED,2026,REP,,6,64500.0
monfort-dick,,owner,CONFIRMED,2000,REP,,6,7000.0
monfort-dick,,owner,CONFIRMED,2002,,,1,4000.0
monfort-dick,,owner,CONFIRMED,2002,REP,,12,22500.0
monfort-dick,,owner,CONFIRMED,2004,,,1,2000.0
monfort-dick,,owner,CONFIRMED,2004,REP,,28,71250.0
monfort-dick,,owner,CONFIRMED,2006,,,5,7100.0
monfort-dick,,owner,CONFIRMED,2006,DEM,,1,1000.0
monfort-dick,,owner,CONFIRMED,2006,REP,,18,74300.0
monfort-dick,,owner,CONFIRMED,2008,REP,,4,16300.0
monfort-dick,,owner,CONFIRMED,2010,REP,,1,500.0
monfort-dick,,owner,CONFIRMED,2012,,,1,500.0
monfort-dick,,owner,CONFIRMED,2012,REP,,3,2000.0
monfort-dick,,owner,CONFIRMED,2014,,,1,500.0
monfort-dick,,owner,CONFIRMED,2014,REP,,2,1500.0
monfort-dick,,owner,CONFIRMED,2016,REP,,4,14700.0
monfort-dick,,owner,CONFIRMED,2018,REP,,4,13700.0
monfort-dick,,owner,CONFIRMED,2020,,,1,5000.0
monfort-dick,,owner,CONFIRMED,2020,REP,,1,1000.0
monfort-dick,,owner,CONFIRMED,2022,,,2,10000.0
monfort-dick,,owner,CONFIRMED,2022,REP,,1,1000.0
monfort-dick,,owner,PROBABLE,2022,REP,,1,1000.0
monfort-dick,,owner,CONFIRMED,2024,,,2,10000.0
monfort-dick,,owner,CONFIRMED,2024,REP,,1,3300.0
monfort-dick,,owner,CONFIRMED,2026,,,2,10000.0
moreno-arte,,owner,CONFIRMED,2002,,,1,250.0
moreno-arte,,owner,CONFIRMED,2004,REP,,2,12000.0
moreno-arte,,owner,CONFIRMED,2006,REP,,1,500.0
moreno-arte,,owner,CONFIRMED,2008,REP,,7,5600.0
moreno-arte,,owner,CONFIRMED,2012,,,3,70000.0
moreno-arte,,owner,CONFIRMED,2012,REP,,12,75000.0
moreno-arte,,owner,CONFIRMED,2014,,,1,5000.0
moreno-arte,,owner,CONFIRMED,2014,DEM,,1,2600.0
moreno-arte,,owner,CONFIRMED,2014,REP,,3,7800.0
moreno-arte,,owner,CONFIRMED,2016,,,2,10000.0
moreno-arte,,owner,CONFIRMED,2018,,,3,15400.0
moreno-arte,,owner,CONFIRMED,2018,REP,,4,10800.0
moreno-arte,,owner,CONFIRMED,2020,,,3,15625.0
moreno-arte,,owner,CONFIRMED,2020,REP,,8,21800.0
moreno-arte,,owner,CONFIRMED,2022,,,2,10000.0
moreno-arte,,owner,CONFIRMED,2022,IND,,2,5800.0
moreno-arte,,owner,CONFIRMED,2022,REP,,5,11600.0
moreno-arte,,owner,CONFIRMED,2024,,,4,27500.0
moreno-arte,,owner,CONFIRMED,2024,REP,,5,12500.0
moreno-arte,,owner,CONFIRMED,2026,,,1,5000.0
moreno-arte,,owner,CONFIRMED,2026,REP,,3,5000.0
nutting-bob,,owner,CONFIRMED,2004,,,1,2000.0
nutting-bob,,owner,CONFIRMED,2006,,,2,5000.0
nutting-bob,,owner,CONFIRMED,2008,,,1,2500.0
nutting-bob,,owner,CONFIRMED,2010,,,3,10000.0
nutting-bob,,owner,CONFIRMED,2010,REP,,1,1000.0
nutting-bob,,owner,CONFIRMED,2012,,,2,10000.0
nutting-bob,,owner,CONFIRMED,2012,REP,,1,2500.0
nutting-bob,,owner,PROBABLE,2012,REP,,1,2500.0
nutting-bob,,owner,CONFIRMED,2014,,,2,10000.0
nutting-bob,,owner,CONFIRMED,2016,,,2,10000.0
nutting-bob,,owner,CONFIRMED,2018,,,2,10000.0
nutting-bob,,owner,CONFIRMED,2020,,,1,5000.0
nutting-bob,,owner,CONFIRMED,2022,,,2,10000.0
nutting-bob,,owner,CONFIRMED,2024,,,2,10000.0
nutting-bob,,owner,CONFIRMED,2026,,,1,5000.0
pohlad-joe,,owner,CONFIRMED,2008,DEM,,1,2300.0
pohlad-joe,,owner,CONFIRMED,2010,DEM,,2,2400.0
pohlad-joe,,owner,CONFIRMED,2012,DEM,,4,33352.0
pohlad-joe,,owner,CONFIRMED,2016,DEM,,6,37871.88
pohlad-joe,,owner,CONFIRMED,2018,,,4,13250.0
pohlad-joe,,owner,CONFIRMED,2018,DEM,,3,8100.0
pohlad-joe,,owner,CONFIRMED,2018,DFL,,5,12300.0
pohlad-joe,,owner,CONFIRMED,2020,,,7,164560.0
pohlad-joe,,owner,CONFIRMED,2020,DEM,,25,60100.0
pohlad-joe,,owner,CONFIRMED,2020,DFL,,5,12200.0
pohlad-joe,,owner,CONFIRMED,2022,,,3,43800.0
pohlad-joe,,owner,CONFIRMED,2022,DEM,,3,6800.0
pohlad-joe,,owner,CONFIRMED,2022,DFL,,2,5800.0
pohlad-joe,,owner,CONFIRMED,2024,,,5,41600.0
pohlad-joe,,owner,CONFIRMED,2024,DEM,,4,10900.0
pohlad-joe,,owner,CONFIRMED,2026,DEM,,6,9850.0
pohlad-tom,,owner,CONFIRMED,2008,,,1,28500.0
pohlad-tom,,owner,CONFIRMED,2008,DEM,,5,4600.0
pohlad-tom,,owner,PROBABLE,2008,DEM,,1,500.0
pohlad-tom,,owner,CONFIRMED,2010,DEM,,1,1000.0
pohlad-tom,,owner,CONFIRMED,2012,,,2,55000.0
pohlad-tom,,owner,CONFIRMED,2012,DEM,,22,24063.0
pohlad-tom,,owner,CONFIRMED,2016,DEM,,5,6956.25
pohlad-tom,,owner,CONFIRMED,2018,,,4,15800.0
pohlad-tom,,owner,CONFIRMED,2018,DEM,,4,9450.0
pohlad-tom,,owner,CONFIRMED,2018,DFL,,4,9450.0
pohlad-tom,,owner,CONFIRMED,2020,,,3,61000.0
pohlad-tom,,owner,CONFIRMED,2020,DEM,,21,58370.0
pohlad-tom,,owner,CONFIRMED,2020,DFL,,2,5400.0
pohlad-tom,,owner,CONFIRMED,2022,,,2,5850.0
pohlad-tom,,owner,CONFIRMED,2022,DEM,,3,6000.0
pohlad-tom,,owner,CONFIRMED,2022,DFL,,2,5800.0
pohlad-tom,,owner,CONFIRMED,2022,NNE,,1,2900.0
pohlad-tom,,owner,CONFIRMED,2024,,,8,102400.0
pohlad-tom,,owner,CONFIRMED,2024,DEM,,11,17135.29
pohlad-tom,,owner,CONFIRMED,2024,DFL,,3,7600.0
pohlad-tom,,owner,CONFIRMED,2024,REP,,3,3435.35
pohlad-tom,,owner,CONFIRMED,2026,,,1,5000.0
reinsdorf-jerry,,owner,CONFIRMED,2000,,,3,7000.0
reinsdorf-jerry,,owner,CONFIRMED,2000,DEM,,5,7000.0
reinsdorf-jerry,,owner,CONFIRMED,2000,REP,,1,1000.0
reinsdorf-jerry,,owner,CONFIRMED,2002,,,12,33000.0
reinsdorf-jerry,,owner,CONFIRMED,2002,DEM,,7,5562.0
reinsdorf-jerry,,owner,CONFIRMED,2002,REP,,9,6700.0
reinsdorf-jerry,,owner,CONFIRMED,2004,,,3,7500.0
reinsdorf-jerry,,owner,CONFIRMED,2004,DEM,,10,13283.0
reinsdorf-jerry,,owner,CONFIRMED,2004,REP,,10,9750.0
reinsdorf-jerry,,owner,PROBABLE,2004,DEM,,1,2000.0
reinsdorf-jerry,,owner,CONFIRMED,2006,,,9,22000.0
reinsdorf-jerry,,owner,CONFIRMED,2006,DEM,,10,20000.0
reinsdorf-jerry,,owner,CONFIRMED,2006,DFL,,1,500.0
reinsdorf-jerry,,owner,CONFIRMED,2006,REP,,5,5600.0
reinsdorf-jerry,,owner,PROBABLE,2006,DEM,,1,1000.0
reinsdorf-jerry,,owner,CONFIRMED,2008,,,7,24600.0
reinsdorf-jerry,,owner,CONFIRMED,2008,DEM,,13,24100.0
reinsdorf-jerry,,owner,CONFIRMED,2008,Dem,,1,1000.0
reinsdorf-jerry,,owner,CONFIRMED,2008,REP,,11,11600.0
reinsdorf-jerry,,owner,CONFIRMED,2010,,,4,13400.0
reinsdorf-jerry,,owner,CONFIRMED,2010,DEM,,4,7300.0
reinsdorf-jerry,,owner,CONFIRMED,2010,REP,,4,6400.0
reinsdorf-jerry,,owner,CONFIRMED,2012,,,3,15000.0
reinsdorf-jerry,,owner,CONFIRMED,2012,DEM,,9,14500.0
reinsdorf-jerry,,owner,CONFIRMED,2012,IND,,1,2500.0
reinsdorf-jerry,,owner,CONFIRMED,2012,REP,,10,19000.0
reinsdorf-jerry,,owner,CONFIRMED,2014,DEM,,3,6100.0
reinsdorf-jerry,,owner,CONFIRMED,2014,REP,,16,34200.0
reinsdorf-jerry,,owner,CONFIRMED,2016,,,7,21600.0
reinsdorf-jerry,,owner,CONFIRMED,2016,DEM,,4,8100.0
reinsdorf-jerry,,owner,CONFIRMED,2016,REP,,16,28800.0
reinsdorf-jerry,,owner,CONFIRMED,2018,,,13,1226400.0
reinsdorf-jerry,,owner,CONFIRMED,2018,DEM,,22,64000.0
reinsdorf-jerry,,owner,CONFIRMED,2018,REP,,35,81800.0
reinsdorf-jerry,,owner,CONFIRMED,2020,,,16,275900.0
reinsdorf-jerry,,owner,CONFIRMED,2020,DEM,,13,33500.0
reinsdorf-jerry,,owner,CONFIRMED,2020,REP,,70,293300.0
reinsdorf-jerry,,owner,CONFIRMED,2022,,,6,42000.0
reinsdorf-jerry,,owner,CONFIRMED,2022,DEM,,6,17200.0
reinsdorf-jerry,,owner,CONFIRMED,2022,IND,,2,5800.0
reinsdorf-jerry,,owner,CONFIRMED,2022,REP,,7,19900.0
reinsdorf-jerry,,owner,CONFIRMED,2024,,,8,58200.0
reinsdorf-jerry,,owner,CONFIRMED,2024,DEM,,2,6600.0
reinsdorf-jerry,,owner,CONFIRMED,2024,REP,,8,19900.0
reinsdorf-jerry,,owner,CONFIRMED,2026,,,3,17000.0
reinsdorf-jerry,,owner,CONFIRMED,2026,DEM,,7,24500.0
reinsdorf-jerry,,owner,CONFIRMED,2026,REP,,2,7000.0
ricketts-tom,,owner,PROBABLE,2004,,,1,250.0
ricketts-tom,,owner,CONFIRMED,2006,,,2,4200.0
ricketts-tom,,owner,CONFIRMED,2006,REP,,5,17300.0
ricketts-tom,,owner,CONFIRMED,2008,,,2,30000.0
ricketts-tom,,owner,CONFIRMED,2008,REP,,10,73475.0
ricketts-tom,,owner,CONFIRMED,2010,,,2,10000.0
ricketts-tom,,owner,CONFIRMED,2010,REP,,2,2900.0
ricketts-tom,,owner,CONFIRMED,2012,,,2,10000.0
ricketts-tom,,owner,CONFIRMED,2014,,,3,10000.0
ricketts-tom,,owner,CONFIRMED,2016,,,2,10000.0
ricketts-tom,,owner,CONFIRMED,2016,REP,,1,2700.0
ricketts-tom,,owner,CONFIRMED,2018,REP,,1,2700.0
ricketts-tom,,owner,CONFIRMED,2020,,,1,5600.0
ricketts-tom,,owner,CONFIRMED,2020,REP,,6,16800.0
ricketts-tom,,owner,CONFIRMED,2022,,,1,2900.0
ricketts-tom,,owner,CONFIRMED,2022,REP,,2,5800.0
ricketts-tom,,owner,CONFIRMED,2024,,,4,310700.0
ricketts-tom,,owner,CONFIRMED,2024,REP,,5,295700.0
ricketts-tom,,owner,CONFIRMED,2026,,,3,332100.0
ricketts-tom,,owner,CONFIRMED,2026,REP,,5,317100.0
rubenstein-david,,owner,PROBABLE,2000,,,2,2000.0
rubenstein-david,,owner,CONFIRMED,2008,DEM,,1,6000.0
rubenstein-david,,owner,PROBABLE,2008,,,3,205.0
rubenstein-david,,owner,CONFIRMED,2026,,,1,5000.0
seidler-john,,owner,CONFIRMED,2026,,,1,5000.0
sherman-bruce,,owner,CONFIRMED,2004,REP,,3,27500.0
sherman-bruce,,owner,CONFIRMED,2006,,,1,1000.0
sherman-bruce,,owner,PROBABLE,2006,REP,,1,10000.0
sherman-bruce,,owner,PROBABLE,2008,REP,,3,2300.0
sherman-bruce,,owner,CONFIRMED,2010,REP,,4,350.0
sherman-bruce,,owner,PROBABLE,2010,REP,,4,384.0
sherman-bruce,,owner,CONFIRMED,2012,,,4,265.0
sherman-bruce,,owner,CONFIRMED,2012,REP,,6,2915.0
sherman-bruce,,owner,PROBABLE,2012,REP,,1,100.0
sherman-bruce,,owner,CONFIRMED,2014,,,10,625.0
sherman-bruce,,owner,CONFIRMED,2014,REP,,7,475.0
sherman-bruce,,owner,PROBABLE,2014,DEM,,1,2500.0
sherman-bruce,,owner,CONFIRMED,2016,,,3,500000.0
sherman-bruce,,owner,CONFIRMED,2016,DEM,,1,2700.0
sherman-bruce,,owner,CONFIRMED,2016,REP,,1,2700.0
sherman-bruce,,owner,PROBABLE,2016,DEM,,1,1000.0
sherman-bruce,,owner,CONFIRMED,2018,,,2,7700.0
sherman-bruce,,owner,CONFIRMED,2018,REP,,1,2700.0
sherman-bruce,,owner,PROBABLE,2018,DEM,,1,2700.0
sherman-bruce,,owner,CONFIRMED,2020,,,1,5000.0
sherman-bruce,,owner,CONFIRMED,2020,DEM,,1,1000.0
sherman-bruce,,owner,CONFIRMED,2022,,,2,10000.0
sherman-bruce,,owner,CONFIRMED,2022,DEM,,1,1000.0
sherman-bruce,,owner,PROBABLE,2022,,,2,5100.0
sherman-bruce,,owner,PROBABLE,2022,DEM,,2,5000.0
sherman-bruce,,owner,CONFIRMED,2024,,,3,10048.93
sherman-bruce,,owner,CONFIRMED,2026,,,4,65000.0
sherman-bruce,,owner,CONFIRMED,2026,REP,,3,45000.0
sherman-bruce,,owner,PROBABLE,2026,,,1,50.0
sherman-john,,owner,PROBABLE,2006,,,1,2100.0
sherman-john,,owner,PROBABLE,2006,REP,,1,2100.0
sherman-john,,owner,CONFIRMED,2008,REP,,2,4600.0
sherman-john,,owner,PROBABLE,2008,,,1,13000.0
sherman-john,,owner,PROBABLE,2008,DEM,,1,2300.0
sherman-john,,owner,PROBABLE,2008,REP,,2,10700.0
sherman-john,,owner,CONFIRMED,2012,,,1,10000.0
sherman-john,,owner,CONFIRMED,2012,DEM,,3,15000.0
sherman-john,,owner,CONFIRMED,2012,REP,,1,2500.0
sherman-john,,owner,CONFIRMED,2014,REP,,1,2500.0
sherman-john,,owner,CONFIRMED,2016,,,2,12700.0
sherman-john,,owner,CONFIRMED,2016,DEM,,6,19100.0
sherman-john,,owner,CONFIRMED,2018,,,2,22700.0
sherman-john,,owner,CONFIRMED,2018,DEM,,7,33500.0
sherman-john,,owner,CONFIRMED,2020,,,1,5000.0
sherman-john,,owner,CONFIRMED,2022,,,1,5000.0
sherman-john,,owner,CONFIRMED,2022,DEM,,2,5800.0
sherman-john,,owner,CONFIRMED,2024,,,1,3300.0
sherman-john,,owner,CONFIRMED,2024,DEM,,3,9900.0
simpson-bob,,owner,CONFIRMED,2012,,,1,50000.0
simpson-bob,,owner,CONFIRMED,2012,REP,,7,50000.0
stanton-john,,owner,CONFIRMED,2000,,,2,10000.0
stanton-john,,owner,CONFIRMED,2000,REP,,1,1000.0
stanton-john,,owner,CONFIRMED,2002,,,10,33000.0
stanton-john,,owner,CONFIRMED,2002,DEM,,2,2000.0
stanton-john,,owner,CONFIRMED,2002,REP,,3,6800.0
stanton-john,,owner,PROBABLE,2002,REP,,2,2000.0
stanton-john,,owner,CONFIRMED,2004,,,5,21000.0
stanton-john,,owner,CONFIRMED,2004,REP,,23,57821.2
stanton-john,,owner,CONFIRMED,2004,Rep,,1,268.2
stanton-john,,owner,CONFIRMED,2006,,,6,41350.0
stanton-john,,owner,CONFIRMED,2006,DEM,,2,4200.0
stanton-john,,owner,CONFIRMED,2006,REP,,15,50800.0
stanton-john,,owner,CONFIRMED,2008,,,4,9100.0
stanton-john,,owner,CONFIRMED,2008,DEM,,2,4600.0
stanton-john,,owner,CONFIRMED,2008,REP,,10,13800.0
stanton-john,,owner,PROBABLE,2008,REP,,3,2300.0
stanton-john,,owner,CONFIRMED,2010,,,3,9500.0
stanton-john,,owner,CONFIRMED,2010,,H,1,4800.0
stanton-john,,owner,CONFIRMED,2010,DEM,,3,5000.0
stanton-john,,owner,CONFIRMED,2010,REP,,8,21600.0
stanton-john,,owner,CONFIRMED,2012,,,4,55000.0
stanton-john,,owner,CONFIRMED,2012,REP,,14,64500.0
stanton-john,,owner,CONFIRMED,2014,,,3,25000.0
stanton-john,,owner,CONFIRMED,2014,REP,,6,12400.0
stanton-john,,owner,PROBABLE,2014,REP,,2,5200.0
stanton-john,,owner,CONFIRMED,2016,,,2,5000.0
stanton-john,,owner,CONFIRMED,2016,DEM,,1,1000.0
stanton-john,,owner,CONFIRMED,2018,,,2,10000.0
stanton-john,,owner,CONFIRMED,2018,DEM,,1,2700.0
stanton-john,,owner,CONFIRMED,2018,REP,,3,9700.0
stanton-john,,owner,CONFIRMED,2020,,,1,5000.0
stanton-john,,owner,CONFIRMED,2020,DEM,,1,1000.0
stanton-john,,owner,CONFIRMED,2020,REP,,1,1000.0
stanton-john,,owner,PROBABLE,2020,DEM,,1,200.0
stanton-john,,owner,CONFIRMED,2022,,,2,10800.0
stanton-john,,owner,CONFIRMED,2022,REP,,5,12600.0
stanton-john,,owner,PROBABLE,2022,,,1,5800.0
stanton-john,,owner,PROBABLE,2022,REP,,3,8700.0
stanton-john,,owner,CONFIRMED,2024,,,2,6001.0
stanton-john,,owner,CONFIRMED,2024,DEM,,3,6600.0
stanton-john,,owner,CONFIRMED,2024,REP,,4,9301.0
stanton-john,,owner,CONFIRMED,2026,,,1,5000.0
stanton-john,,owner,CONFIRMED,2026,REP,,2,50000.0
steinbrenner-hal,,owner,PROBABLE,2004,REP,,1,500.0
steinbrenner-hal,,owner,CONFIRMED,2008,,,1,12300.0
steinbrenner-hal,,owner,CONFIRMED,2008,REP,,1,2300.0
steinbrenner-hal,,owner,PROBABLE,2008,REP,,1,7700.0
steinbrenner-hal,,owner,CONFIRMED,2010,,,2,10000.0
steinbrenner-hal,,owner,CONFIRMED,2010,DEM,,3,7200.0
steinbrenner-hal,,owner,CONFIRMED,2012,,,1,5000.0
steinbrenner-hal,,owner,CONFIRMED,2014,,,2,10000.0
steinbrenner-hal,,owner,CONFIRMED,2020,,,1,5000.0
steinbrenner-hal,,owner,CONFIRMED,2022,,,1,5000.0
steinbrenner-hal,,owner,CONFIRMED,2026,,,1,5000.0
walter-mark,,owner,CONFIRMED,2012,,,2,40800.0
walter-mark,,owner,CONFIRMED,2012,DEM,,3,35800.0
walter-mark,,owner,CONFIRMED,2014,,,3,25000.0
walter-mark,,owner,CONFIRMED,2014,DEM,,2,15000.0
walter-mark,,owner,CONFIRMED,2016,,,2,10000.0
walter-mark,,owner,CONFIRMED,2018,,,2,10000.0
walter-mark,,owner,CONFIRMED,2020,,,1,5000.0
walter-mark,,owner,CONFIRMED,2022,,,2,10000.0
walter-mark,,owner,CONFIRMED,2024,,,2,10000.0
walter-mark,,owner,CONFIRMED,2026,,,2,10000.0
zalupski-patrick,,owner,CONFIRMED,2014,REP,,1,500.0
zalupski-patrick,,owner,CONFIRMED,2016,REP,,2,2000.0
zalupski-patrick,,owner,CONFIRMED,2020,REP,,1,500.0
zalupski-patrick,,owner,CONFIRMED,2024,,,2,11600.0
zalupski-patrick,,owner,CONFIRMED,2024,REP,,7,18200.0
zalupski-patrick,,owner,CONFIRMED,2026,REP,,2,3264.0
